name	name_type	variants	role_or_relator	lcnaf_string	lcnaf_uri	institution	source_system	collection
"Allen, Woody, 1935-."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Allen, Young H."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Allenby, Edmund Henry Hynman Allenby, Viscount, 1861-1936."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Aller, Henry D."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alley, B. J."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alley, Felix."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alley, Zebulon D."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
Allied Forces.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Allison, Al."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Allison, Cyndi."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Allison, Douglas."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Allison, Geneva B."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Allison, James W."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Allman, Edwin."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alltig, Ronald."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Almeida, Nereida."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alonso, Digdora, 1921-"	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alphin, Troy D."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alsop, Frances, d. 1821."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alsous, Nahed."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alsous, Zania."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alston, Christine."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alston, Ethel Thorpe, 1916-"	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alston, Floyd, 1933-"	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alston, Hazel Winston."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alston, Willis."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Altena, Scott."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Altena, Van."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Altland, Paul Daniel."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
Aluminum Company of America.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alumni Hall (Chapel Hill, N.C.)"	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Alvarez, Monserrat."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
Alverno College.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amade, Albert Gérard Léo d', 1856-1941."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
Amalgamated Clothing Workers of America.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
Amalgamated Meat Cutters and Butcher Workmen of North America.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amana, Cheryl."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
Amateur.						UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amaya, Ana."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amaya, Hernán."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amberg, Rob."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Ambler, Susan Hall."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amburgey, Mary E."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amelia, 1819-1852."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amélia, Queen, consort of Carlos I, King of Portugal, 1865-1951."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
American Association of University Women.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
American Automobile Association.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
American Bank Note Company.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
American Civil Liberties Union.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
American Council on Education.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
American Federation of Labor.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
American Graphic Co.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
"American Indian Center (Chapel Hill, N.C.)"	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
American Indian.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
American Kennel Club	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
American Legion.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
American National Red Cross.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
American Tobacco Company.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
American University in Cairo.	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Ames, Jessie Daniel, 1883-1972."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Ames, Lulu Daniel."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amey, Dorothy."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amey, William."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amici, Vincenzo."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amiri, D."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amis, Helen Currin."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Ammon, J."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amos-Frazier, Marjorie."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amos, William, 1932-"	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
Amphion (Cruiser)	corporate					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Amspacher, Karen."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Anastasʹev, Nikolaĭ Arkadʹevich."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Anastasia, Grand Duchess, daughter of Nicholas II, Emperor of Russia, 1901-1918."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Anastasiev, Nicolai."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Ancharski, Sue."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Anderson, Alexander, 1775-1870."	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
"Anderson, Annette, 1934-"	personal					UNCCH	CONTENTdm	Shared Name Vocabulary 
