name	name_type	variants	role_or_relator	lcnaf_string	lcnaf_uri	institution	source_system	collection
"Andrews, Ross Lester"	personal					NCSU	Dspace	1840.20/24
"Andrews, Valerie Griffin"	personal					NCSU	Dspace	1840.20/24
"Anekella, Kartheek"	personal					NCSU	Dspace	1840.20/24
"Angell, Brandon James"	personal					NCSU	Dspace	1840.20/24
"Angell, James Ross"	personal					NCSU	Dspace	1840.20/24
"Anglin, Aaron Holland"	personal					NCSU	Dspace	1840.20/24
"Angrish, Atin"	personal					NCSU	Dspace	1840.20/24
"Angstadt, Andrea"	personal					NCSU	Dspace	1840.20/24
"Angus, Michael Peter"	personal					NCSU	Dspace	1840.20/24
"Angus, Michael Peter"	personal					NCSU	Dspace	1840.20/24
"Anigulu Mohan, Deepak Kumar"	personal					NCSU	Dspace	1840.20/24
"Anjum, Bushra"	personal					NCSU	Dspace	1840.20/24
"Annamalai, Sattanathan"	personal					NCSU	Dspace	1840.20/24
"Annamareddy, Venkata Ajay Krishna Choudary"	personal					NCSU	Dspace	1840.20/24
"Ansanay, Yane"	personal					NCSU	Dspace	1840.20/24
"Ansanay, Yane Oktovina"	personal					NCSU	Dspace	1840.20/24
"Ansbacher, David Benjamin"	personal					NCSU	Dspace	1840.20/24
"Anspaugh, Douglas Day"	personal					NCSU	Dspace	1840.20/24
"Anthony, Steven R"	personal					NCSU	Dspace	1840.20/24
"Antonaccio, Olena"	personal					NCSU	Dspace	1840.20/24
"Antonelli, Timothy David"	personal					NCSU	Dspace	1840.20/24
"Antonik, Margaret Ridgway"	personal					NCSU	Dspace	1840.20/24
"Antony, Gerry John"	personal					NCSU	Dspace	1840.20/24
"Anya, Abseen Rifa"	personal					NCSU	Dspace	1840.20/24
"Anyah, Richard Ochieng"	personal					NCSU	Dspace	1840.20/24
"Aoi, Mikio"	personal					NCSU	Dspace	1840.20/24
"Aouada, Djamila"	personal					NCSU	Dspace	1840.20/24
"Appaw, Collins"	personal					NCSU	Dspace	1840.20/24
