name	name_type	role_or_relator	lcnaf_string	lcnaf_uri	institution	source_system	collection
"Autrusson, Bruno"	personal				NCSU	Dspace	1840.20/8
"Avallet, C."	personal				NCSU	Dspace	1840.20/8
"Avant, Roger"	personal				NCSU	Dspace	1840.20/8
"Avera, Marian E."	personal				NCSU	Dspace	1840.20/8
"Avery, M."	personal				NCSU	Dspace	1840.20/8
"Aveyard, R. L."	personal				NCSU	Dspace	1840.20/8
"Avi-Itzhak, B."	personal				NCSU	Dspace	1840.20/8
"Avramidis, Athanassion N."	personal				NCSU	Dspace	1840.20/8
"Avramidis, Athanassios"	personal				NCSU	Dspace	1840.20/8
"Avramidis, Athanassios N."	personal				NCSU	Dspace	1840.20/8
"Avramidis, Thanos N."	personal				NCSU	Dspace	1840.20/8
"Awane, Hiroshi"	personal				NCSU	Dspace	1840.20/8
"Awane, Kiroshi"	personal				NCSU	Dspace	1840.20/8
"Awasthi, A."	personal				NCSU	Dspace	1840.20/8
"Awekar, Amit"	personal				NCSU	Dspace	1840.20/8
"Axisa, F."	personal				NCSU	Dspace	1840.20/8
"Axtell, Richard C."	personal				NCSU	Dspace	1840.20/8
"Ayal, Igal"	personal				NCSU	Dspace	1840.20/8
"Ayani, R."	personal				NCSU	Dspace	1840.20/8
"Ayani, Rassul"	personal				NCSU	Dspace	1840.20/8
"Aydin, Kamil"	personal				NCSU	Dspace	1840.20/8
"Ayres, D.J."	personal				NCSU	Dspace	1840.20/8
"Ayres, J. Lewis"	personal				NCSU	Dspace	1840.20/8
"Ayres, J. Marx"	personal				NCSU	Dspace	1840.20/8
"Azadivar, Farhad"	personal				NCSU	Dspace	1840.20/8
"Azis Uras, R."	personal				NCSU	Dspace	1840.20/8
"Aziz, Tarek"	personal				NCSU	Dspace	1840.20/8
"Aziz, Tarek S."	personal				NCSU	Dspace	1840.20/8
"Azodi, D."	personal				NCSU	Dspace	1840.20/8
"Azzaro, Steven H."	personal				NCSU	Dspace	1840.20/8
"Azzouz, Farida"	personal				NCSU	Dspace	1840.20/8
"Baba, S."	personal				NCSU	Dspace	1840.20/8
"Babad, Jair M."	personal				NCSU	Dspace	1840.20/8
"Babbin, Jerry"	personal				NCSU	Dspace	1840.20/8
"Babel, Frank J."	personal				NCSU	Dspace	1840.20/8
"Babiel, J.J."	personal				NCSU	Dspace	1840.20/8
"Bacher, Lawrence"	personal				NCSU	Dspace	1840.20/8
"Bachert, Robert F."	personal				NCSU	Dspace	1840.20/8
"Bachmann, Klaus J."	personal				NCSU	Dspace	1840.20/8
"Bachmann, P."	personal				NCSU	Dspace	1840.20/8
"Bacon, D."	personal				NCSU	Dspace	1840.20/8
"Bacon, J. Richard"	personal				NCSU	Dspace	1840.20/8
"Bacon, J.R."	personal				NCSU	Dspace	1840.20/8
"Bacon, Robert"	personal				NCSU	Dspace	1840.20/8
"Bacot, J."	personal				NCSU	Dspace	1840.20/8
"Badawi, I. E."	personal				NCSU	Dspace	1840.20/8
"Badlaney, Janvi"	personal				NCSU	Dspace	1840.20/8
"Badler, Norman I."	personal				NCSU	Dspace	1840.20/8
"Bae, JuHee"	personal				NCSU	Dspace	1840.20/8
"Baer, J.L."	personal				NCSU	Dspace	1840.20/8
"Baeza, Carolina"	personal				NCSU	Dspace	1840.20/8
"Baezner, Dirk"	personal				NCSU	Dspace	1840.20/8
"Bafna, Kailash M."	personal				NCSU	Dspace	1840.20/8
"Bagchi, A."	personal				NCSU	Dspace	1840.20/8
"Bagchi, Sugato"	personal				NCSU	Dspace	1840.20/8
"Bagrodia, R."	personal				NCSU	Dspace	1840.20/8
"Bagrodia, R. L."	personal				NCSU	Dspace	1840.20/8
"Bagrodia, Rajive"	personal				NCSU	Dspace	1840.20/8
"Bagrodia, Rajive L."	personal				NCSU	Dspace	1840.20/8
"Bahadur, Raghu Raj"	personal				NCSU	Dspace	1840.20/8
"Baheti, Prashant"	personal				NCSU	Dspace	1840.20/8
"Bahram, Sina"	personal				NCSU	Dspace	1840.20/8
"Bahrami, Ali"	personal				NCSU	Dspace	1840.20/8
"Bahrami, Soheila"	personal				NCSU	Dspace	1840.20/8
"Bahuguna, Akash"	personal				NCSU	Dspace	1840.20/8
"Bai, P."	personal				NCSU	Dspace	1840.20/8
"Baik, Doo-Kwon"	personal				NCSU	Dspace	1840.20/8
"Bailer, A. J."	personal				NCSU	Dspace	1840.20/8
"Bailey, Barbara A."	personal				NCSU	Dspace	1840.20/8
"Bailey, Emily"	personal				NCSU	Dspace	1840.20/8
"Bailey, J. R."	personal				NCSU	Dspace	1840.20/8
"Bailey, K. R."	personal				NCSU	Dspace	1840.20/8
"Bailey, M."	personal				NCSU	Dspace	1840.20/8
"Bailey, M. L."	personal				NCSU	Dspace	1840.20/8
"Bailey, M.P."	personal				NCSU	Dspace	1840.20/8
"Bailey, Mary L."	personal				NCSU	Dspace	1840.20/8
"Bailey, Michael P."	personal				NCSU	Dspace	1840.20/8
"Bailey, T. Glenn"	personal				NCSU	Dspace	1840.20/8
"Bailey, Thomas G."	personal				NCSU	Dspace	1840.20/8
"Bailey, William A."	personal				NCSU	Dspace	1840.20/8
"Bailey, William A., Jr."	personal				NCSU	Dspace	1840.20/8
"Bailly, Christophe"	personal				NCSU	Dspace	1840.20/8
"Baird, Daniel"	personal				NCSU	Dspace	1840.20/8
"Baird, S.P."	personal				NCSU	Dspace	1840.20/8
"Bairrao, Rogerio"	personal				NCSU	Dspace	1840.20/8
"Bak, W.J."	personal				NCSU	Dspace	1840.20/8
"Baker, Charles R."	personal				NCSU	Dspace	1840.20/8
"Baker, Gregory S."	personal				NCSU	Dspace	1840.20/8
"Baker, R. W."	personal				NCSU	Dspace	1840.20/8
"Baker, Richard E."	personal				NCSU	Dspace	1840.20/8
"Bakhtiari, S."	personal				NCSU	Dspace	1840.20/8
"Bakshi, Ron"	personal				NCSU	Dspace	1840.20/8
"Balachander, Deepika"	personal				NCSU	Dspace	1840.20/8
"Balachandra, R."	personal				NCSU	Dspace	1840.20/8
"Balakrishnan, Meera"	personal				NCSU	Dspace	1840.20/8
"Balakrishnan, Vijay"	personal				NCSU	Dspace	1840.20/8
"Balasubramaniyan, V."	personal				NCSU	Dspace	1840.20/8
"Balay, Rajini I."	personal				NCSU	Dspace	1840.20/8
"Balbo, Gianfranco"	personal				NCSU	Dspace	1840.20/8
"Balbontin-Bravo, Edmundo"	personal				NCSU	Dspace	1840.20/8
"Balchi, Osman"	personal				NCSU	Dspace	1840.20/8
"Balci, O."	personal				NCSU	Dspace	1840.20/8
"Balci, Osman"	personal				NCSU	Dspace	1840.20/8
"Balderrama, Juan J."	personal				NCSU	Dspace	1840.20/8
"Baldessari, Bruno"	personal				NCSU	Dspace	1840.20/8
"Baldessari, F. G."	personal				NCSU	Dspace	1840.20/8
"Baldine, Ilia"	personal				NCSU	Dspace	1840.20/8
"Baldock, Richard Irvin"	personal				NCSU	Dspace	1840.20/8
"Balducci, Charles"	personal				NCSU	Dspace	1840.20/8
"Balet-Lawrence, Sonia"	personal				NCSU	Dspace	1840.20/8
"Balik, Suzanne Prem"	personal				NCSU	Dspace	1840.20/8
"Balintfy, Joseph L."	personal				NCSU	Dspace	1840.20/8
"Balkey, Kenneth R."	personal				NCSU	Dspace	1840.20/8
"Ball, Brian Lee"	personal				NCSU	Dspace	1840.20/8
"Ball, David Z."	personal				NCSU	Dspace	1840.20/8
"Ball, Duane"	personal				NCSU	Dspace	1840.20/8
"Ball, Duane R."	personal				NCSU	Dspace	1840.20/8
"Ball, Louise M."	personal				NCSU	Dspace	1840.20/8
"Ball, Pete"	personal				NCSU	Dspace	1840.20/8
"Ballaguru, Nallathambi"	personal				NCSU	Dspace	1840.20/8
"Ballard, John L."	personal				NCSU	Dspace	1840.20/8
"Balley, J."	personal				NCSU	Dspace	1840.20/8
"Balmer, David W."	personal				NCSU	Dspace	1840.20/8
"Balmori, H."	personal				NCSU	Dspace	1840.20/8
"Balsiger, James W."	personal				NCSU	Dspace	1840.20/8
"Baltus, R."	personal				NCSU	Dspace	1840.20/8
"Baltz, W."	personal				NCSU	Dspace	1840.20/8
"Balz, W.E."	personal				NCSU	Dspace	1840.20/8
"Bampis, Evripidis"	personal				NCSU	Dspace	1840.20/8
"Ban, M."	personal				NCSU	Dspace	1840.20/8
"Banaszak, Zbigniew"	personal				NCSU	Dspace	1840.20/8
"Banawan, S. A."	personal				NCSU	Dspace	1840.20/8
"Banawan, Sayed A."	personal				NCSU	Dspace	1840.20/8
"Band, Larry E."	personal				NCSU	Dspace	1840.20/8
"Banda, Sumanth"	personal				NCSU	Dspace	1840.20/8
"Bandy, D. Brent"	personal				NCSU	Dspace	1840.20/8
"Bandyopadhyay, T.K."	personal				NCSU	Dspace	1840.20/8
"Banerjee, M.M."	personal				NCSU	Dspace	1840.20/8
"Banerjee, Maitri"	personal				NCSU	Dspace	1840.20/8
"Banerjee, S."	personal				NCSU	Dspace	1840.20/8
"Banerjee, Subrata"	personal				NCSU	Dspace	1840.20/8
"Bangdiwala, Ishverlal S."	personal				NCSU	Dspace	1840.20/8
"Banikazemi, Mohammad"	personal				NCSU	Dspace	1840.20/8
"Banks, Harvey Thomas"	personal				NCSU	Dspace	1840.20/8
"Banks, J."	personal				NCSU	Dspace	1840.20/8
"Banks, J. E."	personal				NCSU	Dspace	1840.20/8
"Banks, Jerry"	personal				NCSU	Dspace	1840.20/8
"Banks, P.J."	personal				NCSU	Dspace	1840.20/8
"Banoczi, J. M."	personal				NCSU	Dspace	1840.20/8
"Bantle, S."	personal				NCSU	Dspace	1840.20/8
"Bapat,   C.N."	personal				NCSU	Dspace	1840.20/8
"Bapat, Vivek"	personal				NCSU	Dspace	1840.20/8
"Barad, Miryam"	personal				NCSU	Dspace	1840.20/8
"Barakat, A. S."	personal				NCSU	Dspace	1840.20/8
"Baraldi, Robert"	personal				NCSU	Dspace	1840.20/8
"Baran, Perver K."	personal				NCSU	Dspace	1840.20/8
"Barash, Moshe M."	personal				NCSU	Dspace	1840.20/8
"Barber, Karon"	personal				NCSU	Dspace	1840.20/8
"Barber, Richard T."	personal				NCSU	Dspace	1840.20/8
"Barbera, Anthony J."	personal				NCSU	Dspace	1840.20/8
"Barbu, A."	personal				NCSU	Dspace	1840.20/8
"Barcellos, Cristiano Rodrigues"	personal				NCSU	Dspace	1840.20/8
"Barcellos, R.A."	personal				NCSU	Dspace	1840.20/8
"Barclay, Richard C."	personal				NCSU	Dspace	1840.20/8
"Bard, Jonathan F."	personal				NCSU	Dspace	1840.20/8
"Bardsley, J. M."	personal				NCSU	Dspace	1840.20/8
"Bargmann, Heinz W."	personal				NCSU	Dspace	1840.20/8
"Bargmann, Rolf E."	personal				NCSU	Dspace	1840.20/8
"Bargodia, R.L."	personal				NCSU	Dspace	1840.20/8
"Bari, Shafiqul"	personal				NCSU	Dspace	1840.20/8
"Barichello, L. B."	personal				NCSU	Dspace	1840.20/8
"Barishpolsky, B."	personal				NCSU	Dspace	1840.20/8
"Barker, Daniel P."	personal				NCSU	Dspace	1840.20/8
"Barker, J. C."	personal				NCSU	Dspace	1840.20/8
"Barker, John E."	personal				NCSU	Dspace	1840.20/8
"Barker, Ken"	personal				NCSU	Dspace	1840.20/8
"Barker, P. E."	personal				NCSU	Dspace	1840.20/8
"Barker, Richard William"	personal				NCSU	Dspace	1840.20/8
"Barkley, Bryan"	personal				NCSU	Dspace	1840.20/8
"Barkmeyer, Edward"	personal				NCSU	Dspace	1840.20/8
"Barksdale, W. B."	personal				NCSU	Dspace	1840.20/8
"Barlaz, Morton A."	personal				NCSU	Dspace	1840.20/8
"Barley, Sean T."	personal				NCSU	Dspace	1840.20/8
"Barlotti, A."	personal				NCSU	Dspace	1840.20/8
"Barnell, Mark D."	personal				NCSU	Dspace	1840.20/8
"Barnes, Catherine Drury"	personal				NCSU	Dspace	1840.20/8
"Barnes, Dan H."	personal				NCSU	Dspace	1840.20/8
"Barnes, Glenn"	personal				NCSU	Dspace	1840.20/8
"Barnes, J. H."	personal				NCSU	Dspace	1840.20/8
"Barnes, J. S."	personal				NCSU	Dspace	1840.20/8
"Barnes, J. Wesley"	personal				NCSU	Dspace	1840.20/8
"Barnes, M. Michelle"	personal				NCSU	Dspace	1840.20/8
"Barnes, Martin"	personal				NCSU	Dspace	1840.20/8
"Barnes, Martin R."	personal				NCSU	Dspace	1840.20/8
"Barnes, R. L."	personal				NCSU	Dspace	1840.20/8
"Barnes, Todd A."	personal				NCSU	Dspace	1840.20/8
"Barnett, Claude C."	personal				NCSU	Dspace	1840.20/8
"Barnett, David E."	personal				NCSU	Dspace	1840.20/8
"Barney, Lee A."	personal				NCSU	Dspace	1840.20/8
"Barnhart, Matthew D."	personal				NCSU	Dspace	1840.20/8
"Barnwell, George Morgan"	personal				NCSU	Dspace	1840.20/8
"Baron, Robert"	personal				NCSU	Dspace	1840.20/8
"Barr, G.W."	personal				NCSU	Dspace	1840.20/8
"Barrachin, M."	personal				NCSU	Dspace	1840.20/8
"Barrallier, L."	personal				NCSU	Dspace	1840.20/8
"Barrett, James D."	personal				NCSU	Dspace	1840.20/8
"Barrett, John P."	personal				NCSU	Dspace	1840.20/8
"Barrett, John R., Jr."	personal				NCSU	Dspace	1840.20/8
"Barrick, Dean C."	personal				NCSU	Dspace	1840.20/8
"Barron, F. Hutton"	personal				NCSU	Dspace	1840.20/8
"Barros, Fernando J."	personal				NCSU	Dspace	1840.20/8
"Barry, James J., III"	personal				NCSU	Dspace	1840.20/8
"Bartakke, M. N."	personal				NCSU	Dspace	1840.20/8
"Bartfield, Charles I."	personal				NCSU	Dspace	1840.20/8
"Barthelet, B."	personal				NCSU	Dspace	1840.20/8
"Barthelet, Bruno"	personal				NCSU	Dspace	1840.20/8
"Barthez, M."	personal				NCSU	Dspace	1840.20/8
"Bartlett, David"	personal				NCSU	Dspace	1840.20/8
"Bartlett, M. S."	personal				NCSU	Dspace	1840.20/8
"Barto, Joseph C., III"	personal				NCSU	Dspace	1840.20/8
"Barton, R.R."	personal				NCSU	Dspace	1840.20/8
"Barton, Russell R."	personal				NCSU	Dspace	1840.20/8
"Bartonicek, J."	personal				NCSU	Dspace	1840.20/8
"Bartonicek, Jaroslav"	personal				NCSU	Dspace	1840.20/8
"Basak, Debashis"	personal				NCSU	Dspace	1840.20/8
"Basavatia, A."	personal				NCSU	Dspace	1840.20/8
"Basel, Mark"	personal				NCSU	Dspace	1840.20/8
"Baser, R.V."	personal				NCSU	Dspace	1840.20/8
"Bashyam, Sridhar"	personal				NCSU	Dspace	1840.20/8
"Basile, Bernard"	personal				NCSU	Dspace	1840.20/8
"Baskaran, Venkataseshan"	personal				NCSU	Dspace	1840.20/8
"Baskerville, G. L."	personal				NCSU	Dspace	1840.20/8
"Baskt, Jay"	personal				NCSU	Dspace	1840.20/8
"Basnet, Chuda B."	personal				NCSU	Dspace	1840.20/8
"Bass, B.R."	personal				NCSU	Dspace	1840.20/8
"Bass, B.Richard"	personal				NCSU	Dspace	1840.20/8
"Bass, J. E."	personal				NCSU	Dspace	1840.20/8
"Bass, Leonard"	personal				NCSU	Dspace	1840.20/8
"Bass, Richard"	personal				NCSU	Dspace	1840.20/8
"Bassan, P."	personal				NCSU	Dspace	1840.20/8
"Bastian, F.L."	personal				NCSU	Dspace	1840.20/8
"Basu, D."	personal				NCSU	Dspace	1840.20/8
"Basu, K."	personal				NCSU	Dspace	1840.20/8
"Basu, P.C."	personal				NCSU	Dspace	1840.20/8
"Basu, Prabir C."	personal				NCSU	Dspace	1840.20/8
"Basu, S. K."	personal				NCSU	Dspace	1840.20/8
"Basz, N."	personal				NCSU	Dspace	1840.20/8
"Bateman, Barry L."	personal				NCSU	Dspace	1840.20/8
"Bathe, Michael"	personal				NCSU	Dspace	1840.20/8
"Batra, Amar"	personal				NCSU	Dspace	1840.20/8
"Batra, Pradeep"	personal				NCSU	Dspace	1840.20/8
"Battermann, A."	personal				NCSU	Dspace	1840.20/8
"Battestilli, L."	personal				NCSU	Dspace	1840.20/8
"Battiste, E. L."	personal				NCSU	Dspace	1840.20/8
"Battiste, R.L."	personal				NCSU	Dspace	1840.20/8
"Battistella, P."	personal				NCSU	Dspace	1840.20/8
"Battistella, Paolo"	personal				NCSU	Dspace	1840.20/8
"Batz, R. M."	personal				NCSU	Dspace	1840.20/8
"Batzel, Jerry Joseph"	personal				NCSU	Dspace	1840.20/8
"Bauer, C. S."	personal				NCSU	Dspace	1840.20/8
"Bauer, K.W."	personal				NCSU	Dspace	1840.20/8
"Bauer, Ken"	personal				NCSU	Dspace	1840.20/8
"Bauer, Kenneth"	personal				NCSU	Dspace	1840.20/8
"Bauer, Kenneth W."	personal				NCSU	Dspace	1840.20/8
"Bauer, Kenneth W., Jr."	personal				NCSU	Dspace	1840.20/8
"Bauernfeind, V."	personal				NCSU	Dspace	1840.20/8
"Baum, M.R."	personal				NCSU	Dspace	1840.20/8
"Baum, Susan S."	personal				NCSU	Dspace	1840.20/8
"Bauman, Bradley"	personal				NCSU	Dspace	1840.20/8
"Baumann, F."	personal				NCSU	Dspace	1840.20/8
"Baumann, James L."	personal				NCSU	Dspace	1840.20/8
"Baumer, David L."	personal				NCSU	Dspace	1840.20/8
"Baumler, John V."	personal				NCSU	Dspace	1840.20/8
"Bauner, J. Thomas"	personal				NCSU	Dspace	1840.20/8
"Bavare, M.S."	personal				NCSU	Dspace	1840.20/8
"Baxter, Richard C."	personal				NCSU	Dspace	1840.20/8
"Bayne, C. K."	personal				NCSU	Dspace	1840.20/8
"Bayne, Charles K."	personal				NCSU	Dspace	1840.20/8
"Bazant, Z.P."	personal				NCSU	Dspace	1840.20/8
"Bazemore, Stephen"	personal				NCSU	Dspace	1840.20/8
"Beach, Joe"	personal				NCSU	Dspace	1840.20/8
"Beadle, R. B."	personal				NCSU	Dspace	1840.20/8
"Beall, Charles W."	personal				NCSU	Dspace	1840.20/8
"Beasley, David B."	personal				NCSU	Dspace	1840.20/8
"Beasley, Drew W."	personal				NCSU	Dspace	1840.20/8
"Beattie, C."	personal				NCSU	Dspace	1840.20/8
"Beaty, Braven B."	personal				NCSU	Dspace	1840.20/8
"Beauchamp, J. N."	personal				NCSU	Dspace	1840.20/8
"Beaudoin, J."	personal				NCSU	Dspace	1840.20/8
"Beaumariage, Terrence G."	personal				NCSU	Dspace	1840.20/8
"Beauwens, R."	personal				NCSU	Dspace	1840.20/8
"Bechhofer, Robert E."	personal				NCSU	Dspace	1840.20/8
"Bechofer, Robert"	personal				NCSU	Dspace	1840.20/8
"Beck, E. Glynn"	personal				NCSU	Dspace	1840.20/8
"Beck, H.W."	personal				NCSU	Dspace	1840.20/8
"Beck, Ronald"	personal				NCSU	Dspace	1840.20/8
"Beckendorf, H."	personal				NCSU	Dspace	1840.20/8
"Beckenstein, Alan R."	personal				NCSU	Dspace	1840.20/8
"Becker, F.L."	personal				NCSU	Dspace	1840.20/8
"Becker, Jeffrey"	personal				NCSU	Dspace	1840.20/8
"Becker, Paul"	personal				NCSU	Dspace	1840.20/8
"Becker, Paul R."	personal				NCSU	Dspace	1840.20/8
"Becker, Philip S., Jr."	personal				NCSU	Dspace	1840.20/8
"Becker, S."	personal				NCSU	Dspace	1840.20/8
"Beech, Hollon F."	personal				NCSU	Dspace	1840.20/8
"Beeler, Scott C."	personal				NCSU	Dspace	1840.20/8
"Beers, Martinus"	personal				NCSU	Dspace	1840.20/8
"Beged Dov, A.G."	personal				NCSU	Dspace	1840.20/8
"Beged-Dov, Aharon Gavriel"	personal				NCSU	Dspace	1840.20/8
"Begenyi, William"	personal				NCSU	Dspace	1840.20/8
"Begenyi, William T."	personal				NCSU	Dspace	1840.20/8
"Beguelin, Adam"	personal				NCSU	Dspace	1840.20/8
"Begun, Janet M."	personal				NCSU	Dspace	1840.20/8
"Behboodian, Javad"	personal				NCSU	Dspace	1840.20/8
"Behera, Siddarth"	personal				NCSU	Dspace	1840.20/8
"Behlau, Thomas"	personal				NCSU	Dspace	1840.20/8
"Behlau, Thomas J."	personal				NCSU	Dspace	1840.20/8
"Behnken, D. W."	personal				NCSU	Dspace	1840.20/8
"Behravesh, M."	personal				NCSU	Dspace	1840.20/8
"Behrend, S."	personal				NCSU	Dspace	1840.20/8
"Behringer, Robert P."	personal				NCSU	Dspace	1840.20/8
"Beier, Daniel"	personal				NCSU	Dspace	1840.20/8
"Beightler, Charles"	personal				NCSU	Dspace	1840.20/8
"Bein, Christopher D."	personal				NCSU	Dspace	1840.20/8
"Bekele-Maxwell, K."	personal				NCSU	Dspace	1840.20/8
"Bekey, George A."	personal				NCSU	Dspace	1840.20/8
"Bekiroglu, Haluk"	personal				NCSU	Dspace	1840.20/8
"Belamo, Jose C., III"	personal				NCSU	Dspace	1840.20/8
"Belanger, Ron"	personal				NCSU	Dspace	1840.20/8
"Belayev, Yuri K."	personal				NCSU	Dspace	1840.20/8
"Belensz, Alan J."	personal				NCSU	Dspace	1840.20/8
"Beliayev, V.S."	personal				NCSU	Dspace	1840.20/8
"Belkin, Jacob"	personal				NCSU	Dspace	1840.20/8
"Bell, Herbert H."	personal				NCSU	Dspace	1840.20/8
"Bell, Peter C."	personal				NCSU	Dspace	1840.20/8
"Bell, Thomas E."	personal				NCSU	Dspace	1840.20/8
"Bell, Walter E."	personal				NCSU	Dspace	1840.20/8
"Bellas, C.J."	personal				NCSU	Dspace	1840.20/8
"Bellenot, Steven"	personal				NCSU	Dspace	1840.20/8
"Bellis, Vincent J."	personal				NCSU	Dspace	1840.20/8
"Belloni, Giulio"	personal				NCSU	Dspace	1840.20/8
"Bellorini, S."	personal				NCSU	Dspace	1840.20/8
"Belman, Kirstie L."	personal				NCSU	Dspace	1840.20/8
"Belt, P. B."	personal				NCSU	Dspace	1840.20/8
"Beltrametti, E. G."	personal				NCSU	Dspace	1840.20/8
"Beltran, F.J."	personal				NCSU	Dspace	1840.20/8
"Belyaev, A.K."	personal				NCSU	Dspace	1840.20/8
"Belyaev, Leonid V."	personal				NCSU	Dspace	1840.20/8
"Ben Jedidia, A."	personal				NCSU	Dspace	1840.20/8
"Ben Jemaa, F."	personal				NCSU	Dspace	1840.20/8
"Ben-Arieh, David"	personal				NCSU	Dspace	1840.20/8
"Benavides, John A."	personal				NCSU	Dspace	1840.20/8
"Bencheckroun, K."	personal				NCSU	Dspace	1840.20/8
"Bendazzi, A."	personal				NCSU	Dspace	1840.20/8
"Bender, A. Douglas"	personal				NCSU	Dspace	1840.20/8
"Bender, Gloria"	personal				NCSU	Dspace	1840.20/8
"Bengtson, Neal M."	personal				NCSU	Dspace	1840.20/8
"Bengu, Golgen"	personal				NCSU	Dspace	1840.20/8
"Benham, R. D."	personal				NCSU	Dspace	1840.20/8
"Benitz, Klaus"	personal				NCSU	Dspace	1840.20/8
"Benjamin, D. Michelle"	personal				NCSU	Dspace	1840.20/8
"Benjamin, D.M."	personal				NCSU	Dspace	1840.20/8
"Benjamin, Michelle"	personal				NCSU	Dspace	1840.20/8
"Benjamin, P.C."	personal				NCSU	Dspace	1840.20/8
"Benjamin, Perakath"	personal				NCSU	Dspace	1840.20/8
"Benjamin, Perakath C."	personal				NCSU	Dspace	1840.20/8
"Benjedidia, A."	personal				NCSU	Dspace	1840.20/8
"Ben-Menashe, Y."	personal				NCSU	Dspace	1840.20/8
"Bennet, Kevin E."	personal				NCSU	Dspace	1840.20/8
"Bennett, Alexander L."	personal				NCSU	Dspace	1840.20/8
"Bennett, David A."	personal				NCSU	Dspace	1840.20/8
"Bennett, H. A."	personal				NCSU	Dspace	1840.20/8
"Bennett, J.G."	personal				NCSU	Dspace	1840.20/8
"Bennett, L."	personal				NCSU	Dspace	1840.20/8
"Benninger, Larry K."	personal				NCSU	Dspace	1840.20/8
"Bennington, G. E."	personal				NCSU	Dspace	1840.20/8
"Ben-Or, Joseph"	personal				NCSU	Dspace	1840.20/8
"Benson, Carson"	personal				NCSU	Dspace	1840.20/8
"Benson, D. W."	personal				NCSU	Dspace	1840.20/8
"Benson, Deborah"	personal				NCSU	Dspace	1840.20/8
"Benson, Jeffrey L."	personal				NCSU	Dspace	1840.20/8
"Bentejac, Fabrice"	personal				NCSU	Dspace	1840.20/8
"Benveniste, Caroline"	personal				NCSU	Dspace	1840.20/8
"Beran, Jan"	personal				NCSU	Dspace	1840.20/8
"Beran, Philip S."	personal				NCSU	Dspace	1840.20/8
"Berczi, Andrew"	personal				NCSU	Dspace	1840.20/8
"Berdyshev, Andrey V."	personal				NCSU	Dspace	1840.20/8
"Berenson, Sarah B."	personal				NCSU	Dspace	1840.20/8
"Berg, H.P."	personal				NCSU	Dspace	1840.20/8
"Bergamo, G."	personal				NCSU	Dspace	1840.20/8
"Berger, R. C."	personal				NCSU	Dspace	1840.20/8
"Berger, Roger L."	personal				NCSU	Dspace	1840.20/8
"Berger, William E."	personal				NCSU	Dspace	1840.20/8
"Bergere, D."	personal				NCSU	Dspace	1840.20/8
"Bergman, Leah A."	personal				NCSU	Dspace	1840.20/8
"Bergman, R."	personal				NCSU	Dspace	1840.20/8
"Berinato, Terence"	personal				NCSU	Dspace	1840.20/8
"Berkovski, A."	personal				NCSU	Dspace	1840.20/8
"Berkowitz, Steven J."	personal				NCSU	Dspace	1840.20/8
"Berlekamp, Elwyn R."	personal				NCSU	Dspace	1840.20/8
"Berman, B."	personal				NCSU	Dspace	1840.20/8
"Bermejo, J. Martin"	personal				NCSU	Dspace	1840.20/8
"Bernal, Maria Andrea"	personal				NCSU	Dspace	1840.20/8
"Drubay, Bernard"	personal				NCSU	Dspace	1840.20/8
"Bernard, James E."	personal				NCSU	Dspace	1840.20/8
"Bernard, Prosper M."	personal				NCSU	Dspace	1840.20/8
"Bernard, R."	personal				NCSU	Dspace	1840.20/8
"Bernasconi, Carlo"	personal				NCSU	Dspace	1840.20/8
"Bernaudat, Ch."	personal				NCSU	Dspace	1840.20/8
"Bernd, Jeff"	personal				NCSU	Dspace	1840.20/8
"Bernhard, Willi"	personal				NCSU	Dspace	1840.20/8
"Bernhardt, Dr. Emily S."	personal				NCSU	Dspace	1840.20/8
"Bernhardt, Emily"	personal				NCSU	Dspace	1840.20/8
"Bernhardt, Emily S."	personal				NCSU	Dspace	1840.20/8
"Bernreuter, D."	personal				NCSU	Dspace	1840.20/8
"Bernstein, George S."	personal				NCSU	Dspace	1840.20/8
"Berra, P. Bruce"	personal				NCSU	Dspace	1840.20/8
"Berry, William L."	personal				NCSU	Dspace	1840.20/8
