name	name_type	variants	role_or_relator	lcnaf_string	lcnaf_uri	institution	source_system	collection
"Bonuso, M. A."	personal					ECU	Symphony	NCPersName
"Booker, Jim"	personal					ECU	Symphony	NCPersName
"Booker, Louise R."	personal					ECU	Symphony	NCPersName
"Boone, Daniel, 1734-1820"	personal					ECU	Symphony	NCPersName
"Boone, Rebecca"	personal					ECU	Symphony	NCPersName
"Booth, Carolyn R. (Carolyn Rawls), 1936-"	personal					ECU	Symphony	NCPersName
"Booth, June Hansel"	personal					ECU	Symphony	NCPersName
"Booze, Destiny"	personal					ECU	Symphony	NCPersName
"Borg, Jack"	personal					ECU	Symphony	NCPersName
"Borglum, Gutzon, 1867-1941"	personal					ECU	Symphony	NCPersName
"Borhaug, Leslie Parker"	personal					ECU	Symphony	NCPersName
"Borland, Deborah Ann"	personal					ECU	Symphony	NCPersName
"Bormann, Martin, 1900-1945"	personal					ECU	Symphony	NCPersName
"Bothwell, Jean"	personal					ECU	Symphony	NCPersName
"Boudinot, Elias, -1839"	personal					ECU	Symphony	NCPersName
"Boughman, Arvis Locklear, 1964-"	personal					ECU	Symphony	NCPersName
"Bourbon-Conti, Stâephanie-Louise de, 1756-1825"	personal					ECU	Symphony	NCPersName
"Bourjaily, Vance, 1922-2010"	personal					ECU	Symphony	NCPersName
"Bouvier, Ariel"	personal					ECU	Symphony	NCPersName
"Bowen, Michele Andrea"	personal					ECU	Symphony	NCPersName
"Bowen, Robert A."	personal					ECU	Symphony	NCPersName
"Bowers, Lloyd"	personal					ECU	Symphony	NCPersName
"Bowie, Phil"	personal					ECU	Symphony	NCPersName
"Bowman, Travis S."	personal					ECU	Symphony	NCPersName
"Bownas, Samuel, 1676-1753"	personal					ECU	Symphony	NCPersName
"Bowyer, James T."	personal					ECU	Symphony	NCPersName
"Boxer, Avi, 1932-"	personal					ECU	Symphony	NCPersName
"Boyce, Warren Scott, 1878-"	personal					ECU	Symphony	NCPersName
"Boyd, Adam, 1738-1803"	personal					ECU	Symphony	NCPersName
"Boyd, Boston Napoleon Bonapart, 1860-1932"	personal					ECU	Symphony	NCPersName
"Boyd, James, 1888-1944"	personal					ECU	Symphony	NCPersName
"Boyd, William K. (William Kenneth), 1879-1938"	personal					ECU	Symphony	NCPersName
"Boyer, Larry M."	personal					ECU	Symphony	NCPersName
"Boyer, Rick"	personal					ECU	Symphony	NCPersName
