name	name_type	variants	role_or_relator	lcnaf_string	lcnaf_uri	Institution	source_system	collection	source					
North Carolina Federation of Home Demonstration Clubs	corporate					NCSU	ArchivesSpace		local					
North Carolina Federation of Women's Clubs	corporate				http://lccn.loc.gov/no88000430	NCSU	ArchivesSpace		lcnaf					
U.S. Atomic Energy Commission	corporate				http://lccn.loc.gov/n78034861	NCSU	ArchivesSpace		lcnaf					
United Nations	corporate				http://lccn.loc.gov/n79021345	NCSU	ArchivesSpace		lcnaf					
American Type Founders Company	corporate				https://lccn.loc.gov/n88144103	NCSU	ArchivesSpace		lcnaf					
Society of Wood Science and Technology (U.S.)	corporate				http://lccn.loc.gov/n83030832	NCSU	ArchivesSpace		lcnaf					
Ladies' Memorial Association	corporate				https://lccn.loc.gov/n2007047076	NCSU	ArchivesSpace		lcnaf					
Technical Association of the Pulp and Paper Industry	corporate				https://lccn.loc.gov/n78095627	NCSU	ArchivesSpace		lcnaf					
"Greenway Team, Inc."	corporate					NCSU	ArchivesSpace		local					
Arnold Air Society. George V. Holloman Squadron	corporate					NCSU	ArchivesSpace		ingest					
South Suburban Park Foundation	corporate					NCSU	ArchivesSpace		local					
World Federation for the Protection of Animals	corporate				https://lccn.loc.gov/n89601971	NCSU	ArchivesSpace		lcnaf					
United States. Air Force ROTC -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Sociology and Anthropology -- History	corporate					NCSU	ArchivesSpace		lcnaf					
Silver Wings (Musical group)	corporate				https://lccn.loc.gov/n00074739	NCSU	ArchivesSpace		lcnaf					
North Carolina State University -- Faculty -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Division of Student Affairs. University Career Center	corporate					NCSU	ArchivesSpace		local					
Frank B. Armstrong Memorial Book Sale	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Alumni Association -- History	corporate					NCSU	ArchivesSpace		lcnaf					
MIT Project Athena	corporate				https://lccn.loc.gov/n92004859	NCSU	ArchivesSpace		lcnaf					
North Carolina State University -- Sports -- History	corporate					NCSU	ArchivesSpace		lcnaf					
Project Vincent (Iowa State University)	corporate					NCSU	ArchivesSpace		local					
United Steel Companies	corporate				https://lccn.loc.gov/n83056271	NCSU	ArchivesSpace		lcnaf					
Ellis L. Phillips Foundation	corporate				http://lccn.loc.gov/n83223663	NCSU	ArchivesSpace		lcnaf					
United Steel Companies. Department of Operational Research and Cybernetics	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Alumni Association	corporate				http://lccn.loc.gov/no92007894	NCSU	ArchivesSpace		lcnaf					
North Carolina State University -- Employees -- History	corporate					NCSU	ArchivesSpace		lcnaf					
California. Department of Fish and Game	corporate				https://lccn.loc.gov/n80067191	NCSU	ArchivesSpace		lcnaf					
Phi Psi	corporate				https://lccn.loc.gov/n80113104	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Institute of Biological Sciences	corporate					NCSU	ArchivesSpace		ingest					
Housing Authority of the City of Raleigh	corporate				https://lccn.loc.gov/no2009187425	NCSU	ArchivesSpace		lcnaf					
United States Citizen -- Ambassador Program	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. Office of Finance and Administration. Auxiliary Services	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Animal Science Club	corporate					NCSU	ArchivesSpace		local					
"Dorton Arena (Raleigh, N.C.)"	corporate					NCSU	ArchivesSpace		local					
"Dorton Arena (Raleigh, N.C.) -- Blueprints"	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Faculty Center for Teaching and Learning	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Office of Undergraduate Admissions	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Student Health Service	corporate				http://lccn.loc.gov/n84136561	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Enrollment Planning Committee	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Friends of the College	corporate					NCSU	ArchivesSpace		local					
"Cameron Village Regional Library (Raleigh, N.C.)"	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Copyright & Digital Scholarship Center	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Spanish Club	corporate					NCSU	ArchivesSpace		local					
Swannanoa Valley Museum	corporate				https://lccn.loc.gov/n2004148127	NCSU	ArchivesSpace		lcnaf					
North Carolina State College. Department of Rural Sociology -- Faculty	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Land-Grant Centennial Committee	corporate					NCSU	ArchivesSpace		local					
North Carolina State College. Agricultural Extension Service	corporate				http://lccn.loc.gov/n82058526	NCSU	ArchivesSpace		lcnaf					
Realtec Inc.	corporate					NCSU	ArchivesSpace		local					
North Carolina. Department of Conservation and Development -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State College -- Students	corporate					NCSU	ArchivesSpace		local					
"Bohm-NBBJ, Inc."	corporate				https://lccn.loc.gov/n88187718	NCSU	ArchivesSpace		lcnaf					
North Carolina Design Foundation Inc.	corporate					NCSU	ArchivesSpace		local					
Association of Economic Entomologists	corporate				https://lccn.loc.gov/no2011095669	NCSU	ArchivesSpace		lcnaf					
Society of Women Engineers. North Carolina State University Student Section	corporate					NCSU	ArchivesSpace		local					
Young Men's Christian Associations of North Carolina	corporate				https://lccn.loc.gov/no2001094752	NCSU	ArchivesSpace		lcnaf					
Medical Plastics Corporation of America	corporate					NCSU	ArchivesSpace		local					
Delta Upsilon Fraternity. North Carolina State Chapter	corporate					NCSU	ArchivesSpace		local					
East Coast Greenway Alliance	corporate					NCSU	ArchivesSpace		local					
Association of Economic Entomologists -- History	corporate					NCSU	ArchivesSpace		local					
American Veterinary Medical Association	corporate				https://lccn.loc.gov/n80017875	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Entomology -- Faculty -- History	corporate					NCSU	ArchivesSpace		lcnaf					
American Veterinary Society of Animal Behavior	corporate				https://lccn.loc.gov/nr93051463	NCSU	ArchivesSpace		lcnaf					
Yellowstone National Park (Agency : U.S.)	corporate				https://lccn.loc.gov/nr2005029888	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Rugby Football Club	corporate					NCSU	ArchivesSpace		local					
National Cotton Council of America	corporate				https://lccn.loc.gov/n50060859	NCSU	ArchivesSpace		lcnaf					
Circle K Club (Organization : North Carolina State University)	corporate					NCSU	ArchivesSpace		local					
Circle K International (Organization). Carolinas District	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Genetic Engineering and Society Center	corporate					NCSU	ArchivesSpace		local					
North Carolina State College -- Faculty	corporate					NCSU	ArchivesSpace		lcnaf					
"Kiwanis Club (Raleigh, N.C.)"	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Office of International Programs	corporate				http://lccn.loc.gov/no95052480	NCSU	ArchivesSpace		lcnaf					
Doris Day Animal League	corporate					NCSU	ArchivesSpace							
North Carolina State University. Office of International Affairs	corporate					NCSU	ArchivesSpace		local					
"Winter Simulation Conference (2017 : Las Vegas, Nev.)"	corporate					NCSU	ArchivesSpace		local					
"Farm and Home Week (Raleigh, N.C.)"	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Department of Chemical and Biomolecular Engineering	corporate					NCSU	ArchivesSpace		ingest					
Moise A. Khayrallah Center for Lebanese Diaspora Studies	corporate				https://lccn.loc.gov/no2016023704	NCSU	ArchivesSpace		lcnaf					
"North Carolina State University. Department of Educational Leadership, Policy, and Human Development"	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Libraries. Access & Delivery Services	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Department of Music -- History	corporate					NCSU	ArchivesSpace		local					
North Carolina State College -- Faculty -- History	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Electrical Engineering Wives' Club	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. Confucius Institute	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Office of Real Estate	corporate					NCSU	ArchivesSpace		local					
Thomas Meehan and Sons	corporate				http://lccn.loc.gov/n95120617	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Office of Global Engagement	corporate					NCSU	ArchivesSpace		local					
North Carolina State College -- Students -- History	corporate					NCSU	ArchivesSpace		lcnaf					
"Wilson, Berryman & Kennedy"	corporate					NCSU	ArchivesSpace		local					
Farm Sanctuary	corporate				https://lccn.loc.gov/no92019850	NCSU	ArchivesSpace		lcnaf					
Seaboard Coast Line Railroad. Raleigh Division	corporate					NCSU	ArchivesSpace		local					
Seaboard Air Line Railway Company	corporate				http://lccn.loc.gov/n86111431	NCSU	ArchivesSpace		lcnaf					
"North Carolina State University. Office of Extension, Engagement and Economic Development -- Periodicals"	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. University Planning and Analysis -- Periodicals	corporate					NCSU	ArchivesSpace		local					
North Carolina Cooperative Extension Service -- Periodicals	corporate					NCSU	ArchivesSpace		lcnaf					
Seaboard Air Line Railway Company. Office of Engineer of Buildings	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Poole College of Management -- Periodicals	corporate					NCSU	ArchivesSpace		local					
Charles C. Benton & Son	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. College of Education -- Periodicals	corporate					NCSU	ArchivesSpace		lcnaf					
Benton & Benton	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Libraries -- Periodicals	corporate					NCSU	ArchivesSpace		lcnaf					
C.R. Makepeace and Company	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Marine Sciences Council	corporate					NCSU	ArchivesSpace		local					
Aladdin Company	corporate				http://lccn.loc.gov/n88677791	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Center for Marine Sciences and Technology	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. College of Design -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Arab Club	corporate					NCSU	ArchivesSpace		local					
"Atwood & Nash, Inc."	corporate				https://lccn.loc.gov/no2017017964	NCSU	ArchivesSpace		lcnaf					
Burroughs Wellcome Company	corporate				https://lccn.loc.gov/n82058240	NCSU	ArchivesSpace		lcnaf					
Association of Reptilian and Amphibian Veterinarians	corporate				https://lccn.loc.gov/nr94041668	NCSU	ArchivesSpace		lcnaf					
North Carolina State University -- Accreditation	corporate					NCSU	ArchivesSpace		lcnaf					
Southern Association of Colleges and Schools	corporate				http://lccn.loc.gov/n50055478	NCSU	ArchivesSpace		lcnaf					
National Council for Accreditation of Teacher Education	corporate				http://lccn.loc.gov/n79138712	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Physical and Mathematical Sciences Council	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Office of Technology Transfer	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Department of Crop Science -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina Agricultural Experiment Station	corporate				http://lccn.loc.gov/n82048990	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Entomology -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina College of Agriculture and Mechanic Arts -- Sports	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina College of Agriculture and Mechanic Arts. Department of Agronomy	corporate					NCSU	ArchivesSpace							
North Carolina State University. Department of Animal Science -- History	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Office of University Advancement	corporate					NCSU	ArchivesSpace		local					
"Williams Hall (Raleigh, N.C.)"	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Department of Microbiology -- History	corporate					NCSU	ArchivesSpace		local					
Architectural Association of Ireland	corporate				http://lccn.loc.gov/n89638118	NCSU	ArchivesSpace		lcnaf					
Central America and Mexico Resources Cooperative	corporate				http://lccn.loc.gov/n84198594	NCSU	ArchivesSpace		lcnaf					
Doris Day Animal Foundation	corporate				https://lccn.loc.gov/n2001102310	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Environmental and Molecular Toxicology -- History.	corporate					NCSU	ArchivesSpace		lcnaf					
Cooperative Forest Genetics Research Program	corporate				http://lccn.loc.gov/no98112203	NCSU	ArchivesSpace		lcnaf					
Food and Agriculture Organization of the United Nations	corporate				http://lccn.loc.gov/n80004214	NCSU	ArchivesSpace		lcnaf					
"North Carolina State University. Department of Food, Bioprocessing, and Nutrition Sciences -- History"	corporate					NCSU	ArchivesSpace		lcnaf					
Marcus Wallenberg Foundation for Promoting Scientific Research in the Forest Industry	corporate				http://lccn.loc.gov/no95002075	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Genetics -- History	corporate					NCSU	ArchivesSpace		local					
N.C. State-Industry Cooperative Forest Tree Improvement Program	corporate				http://lccn.loc.gov/n82057150	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Horticultural Science -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. College of Natural Resources -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Molecular and Structural Biochemistry -- History	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. School of Forest Resources -- Faculty	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Soil Science Department -- History	corporate					NCSU	ArchivesSpace		lcnaf					
Southern Forest Tree Improvement Committee	corporate				http://lccn.loc.gov/n82132544	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Biology -- History	corporate					NCSU	ArchivesSpace		local					
American Society of Mechanical Engineers. North Carolina State University Student Section	corporate					NCSU	ArchivesSpace		local					
Zobel Forestry Associates	corporate				http://lccn.loc.gov/no2001053703	NCSU	ArchivesSpace		lcnaf					
